,country,continent,year,lifeExp,pop,gdpPercap,cluster
832,Denmark,Europe,1978,74.45,5104247,20660.16103,0
833,Denmark,Europe,1979,74.27,5116800,21339.90635,0
834,Denmark,Europe,1980,74.16,5123027,21219.85084,0
835,Denmark,Europe,1981,74.29,5121572,21037.04755,0
836,Denmark,Europe,1982,74.63,5117810,21688.04048,0
837,Denmark,Europe,1983,74.5,5114297,22249.53046,0
838,Denmark,Europe,1984,74.65,5111619,23238.53543,0
839,Denmark,Europe,1985,74.52,5113691,24225.4201,0
840,Denmark,Europe,1986,74.69,5120534,25074.25739,0
841,Denmark,Europe,1987,74.8,5127024,25116.17581,0
842,Denmark,Europe,1988,74.89,5129516,25396.29132,0
843,Denmark,Europe,1989,74.92,5132593,25447.85704,0
844,Denmark,Europe,1990,74.92,5140954,25714.12973,0
845,Denmark,Europe,1991,75.29,5154352,25980.80761,0
846,Denmark,Europe,1992,75.33,5171393,26406.73985,0
847,Denmark,Europe,1993,75.25,5188386,26296.6636,0
848,Denmark,Europe,1994,75.51,5205603,27657.88425,0
849,Denmark,Europe,1995,75.36,5232612,28358.52353,0
850,Denmark,Europe,1996,75.74,5262075,28999.08162,0
851,Denmark,Europe,1997,76.11,5283663,29804.34567,0
852,Denmark,Europe,1998,76.51,5302767,30338.82805,0
853,Denmark,Europe,1999,76.66,5320134,31013.02697,0
854,Denmark,Europe,2000,76.9,5337416,32016.75301,0
855,Denmark,Europe,2001,77.06,5355826,32134.10623,0
856,Denmark,Europe,2002,77.18,5374693,32166.50006,0
857,Denmark,Europe,2003,77.78,5394138,32174.80797,0
858,Denmark,Europe,2004,77.58,5413392,32737.91096,0
859,Denmark,Europe,2005,78.32,5432335,33626.0,0
860,Denmark,Europe,2006,78.32,5450661,34724.80085,0
861,Denmark,Europe,2007,78.332,5468120,35278.41874,0
862,Djibouti,Africa,1952,34.812,63149,2669.529475,2
863,Djibouti,Africa,1957,37.328,71851,2864.969076,2
864,Djibouti,Africa,1962,39.693,89898,3020.989263,2
865,Djibouti,Africa,1967,42.074,127617,3020.050513,2
866,Djibouti,Africa,1972,44.366,178848,3694.212352,2
867,Djibouti,Africa,1977,46.519,228694,3081.761022,2
868,Djibouti,Africa,1982,48.812,305991,2879.468067,2
869,Djibouti,Africa,1987,50.04,311025,2880.102568,2
870,Djibouti,Africa,1992,51.604,384156,2377.156192,2
871,Djibouti,Africa,1997,53.157,417908,1895.016984,2
872,Djibouti,Africa,2002,53.373,447416,1908.260867,2
873,Djibouti,Africa,2007,54.791,496374,2082.481567,2
874,Dominican Republic,Americas,1952,45.928,2491346,1397.717137,2
875,Dominican Republic,Americas,1957,49.828,2923186,1544.402995,2
876,Dominican Republic,Americas,1962,53.459,3453434,1662.137359,2
877,Dominican Republic,Americas,1967,56.751,4049146,1653.723003,2
878,Dominican Republic,Americas,1972,59.631,4671329,2189.874499,2
879,Dominican Republic,Americas,1977,61.788,5302800,2681.9889,2
880,Dominican Republic,Americas,1982,63.727,5968349,2861.092386,2
881,Dominican Republic,Americas,1987,66.046,6655297,2899.842175,2
882,Dominican Republic,Americas,1992,68.457,7351181,3044.214214,0
883,Dominican Republic,Americas,1997,69.957,7992357,3614.101285,0
884,Dominican Republic,Americas,2002,70.847,8650322,4563.808154,0
885,Dominican Republic,Americas,2007,72.235,9319622,6025.374752,0
886,Ecuador,Americas,1952,48.357,3548753,3522.110717,2
887,Ecuador,Americas,1957,51.356,4058385,3780.546651,2
888,Ecuador,Americas,1962,54.64,4681707,4086.114078,2
889,Ecuador,Americas,1967,56.678,5432424,4579.074215,2
890,Ecuador,Americas,1972,58.796,6298651,5280.99471,2
891,Ecuador,Americas,1977,61.31,7278866,6679.62326,2
892,Ecuador,Americas,1982,64.342,8365850,7213.791267,0
893,Ecuador,Americas,1987,67.231,9545158,6481.776993,0
894,Ecuador,Americas,1992,69.613,10748394,7103.702595,0
895,Ecuador,Americas,1997,72.312,11911819,7429.455877,0
896,Ecuador,Americas,2002,74.173,12921234,5773.044512,0
897,Ecuador,Americas,2007,74.994,13755680,6873.262326,0
898,Egypt,Africa,1952,41.893,22223309,1418.822445,2
899,Egypt,Africa,1957,44.444,25009741,1458.915272,2
900,Egypt,Africa,1962,46.992,28173309,1693.335853,2
901,Egypt,Africa,1967,49.293,31681188,1814.880728,2
902,Egypt,Africa,1972,51.137,34807417,2024.008147,2
903,Egypt,Africa,1977,53.319,38783863,2785.493582,2
904,Egypt,Africa,1982,56.006,45681811,3503.729636,2
905,Egypt,Africa,1987,59.797,52799062,3885.46071,2
906,Egypt,Africa,1992,63.674,59402198,3794.755195,2
907,Egypt,Africa,1997,67.217,66134291,4173.181797,0
908,Egypt,Africa,2002,69.806,73312559,4754.604414,0
909,Egypt,Africa,2007,71.338,80264543,5581.180998,0
910,El Salvador,Americas,1952,45.262,2042865,3048.3029,2
911,El Salvador,Americas,1957,48.57,2355805,3421.523218,2
912,El Salvador,Americas,1962,52.307,2747687,3776.803627,2
913,El Salvador,Americas,1967,55.855,3232927,4358.595393,2
914,El Salvador,Americas,1972,58.207,3790903,4520.246008,2
915,El Salvador,Americas,1977,56.696,4282586,5138.922374,2
916,El Salvador,Americas,1982,56.604,4474873,4098.344175,2
917,El Salvador,Americas,1987,63.154,4842194,4140.442097,2
918,El Salvador,Americas,1992,66.798,5274649,4444.2317,0
919,El Salvador,Americas,1997,69.535,5783439,5154.825496,0
920,El Salvador,Americas,2002,70.734,6353681,5351.568666,0
921,El Salvador,Americas,2007,71.878,6939688,5728.353514,0
922,Equatorial Guinea,Africa,1952,34.482,216964,375.6431231,2
923,Equatorial Guinea,Africa,1957,35.983,232922,426.0964081,2
924,Equatorial Guinea,Africa,1962,37.485,249220,582.8419714,2
925,Equatorial Guinea,Africa,1967,38.987,259864,915.5960025,2
926,Equatorial Guinea,Africa,1972,40.516,277603,672.4122571,2
927,Equatorial Guinea,Africa,1977,42.024,192675,958.5668124,2
928,Equatorial Guinea,Africa,1982,43.662,285483,927.8253427,2
929,Equatorial Guinea,Africa,1987,45.664,341244,966.8968149,2
930,Equatorial Guinea,Africa,1992,47.545,387838,1132.055034,2
931,Equatorial Guinea,Africa,1997,48.245,439971,2814.480755,2
932,Equatorial Guinea,Africa,2002,49.348,495627,7703.4959,2
933,Equatorial Guinea,Africa,2007,51.579,551201,12154.08975,2
934,Eritrea,Africa,1952,35.928,1438760,328.9405571,2
935,Eritrea,Africa,1957,38.047,1542611,344.1618859,2
936,Eritrea,Africa,1962,40.158,1666618,380.9958433,2
937,Eritrea,Africa,1967,42.189,1820319,468.7949699,2
938,Eritrea,Africa,1972,44.142,2260187,514.3242082,2
939,Eritrea,Africa,1977,44.535,2512642,505.7538077,2
940,Eritrea,Africa,1982,43.89,2637297,524.8758493,2
941,Eritrea,Africa,1987,46.453,2915959,521.1341333,2
942,Eritrea,Africa,1992,49.991,3668440,582.8585102,2
943,Eritrea,Africa,1997,53.378,4058319,913.47079,2
944,Eritrea,Africa,2002,55.24,4414865,765.3500015,2
945,Eritrea,Africa,2007,58.04,4906585,641.3695236,2
946,Estonia,Europe,1973,70.7,1410836,8313.114403,0
947,Estonia,Europe,1990,69.9,1569322,10389.81937,0
948,Estonia,Europe,1991,69.8,1559547,9409.44704,0
949,Estonia,Europe,1992,69.14,1528715,8245.731835,0
950,Estonia,Europe,1993,68.2,1491426,7733.482692,0
951,Estonia,Europe,1994,66.66,1467535,7733.631213,0
952,Estonia,Europe,1995,67.72,1446509,8199.116863,0
953,Estonia,Europe,1996,69.94,1427827,8680.183712,0
954,Estonia,Europe,1997,70.13,1413351,9689.843315,0
955,Estonia,Europe,1998,69.72,1400972,10283.78692,0
956,Estonia,Europe,1999,70.49,1389756,10356.41525,0
957,Estonia,Europe,2000,70.78,1379835,11244.48624,0
958,Estonia,Europe,2001,70.65,1369983,12050.17139,0
959,Estonia,Europe,2002,71.21,1360122,13011.43876,0
960,Estonia,Europe,2003,71.81,1350722,13770.18991,0
961,Estonia,Europe,2004,72.29,1341664,15014.21701,0
962,Estonia,Europe,2005,72.96,1332893,16654.0,0
963,Estonia,Europe,2007,71.37,1315912,19967.40265,0
964,Ethiopia,Africa,1952,34.078,20860941,362.1462796,2
965,Ethiopia,Africa,1957,36.667,22815614,378.9041632,2
966,Ethiopia,Africa,1962,40.059,25145372,419.4564161,2
967,Ethiopia,Africa,1967,42.115,27860297,516.1186438,2
968,Ethiopia,Africa,1972,43.515,30770372,566.2439442,2
969,Ethiopia,Africa,1977,44.51,34617799,556.8083834,2
970,Ethiopia,Africa,1982,44.916,38111756,577.8607471,2
971,Ethiopia,Africa,1987,46.684,42999530,573.7413142,2
972,Ethiopia,Africa,1992,48.091,52088559,421.3534653,2
973,Ethiopia,Africa,1997,49.402,59861301,515.8894013,2
974,Ethiopia,Africa,2002,50.725,67946797,530.0535319,2
975,Ethiopia,Africa,2007,52.947,76511887,690.8055759,2
976,Fiji,Oceania,1962,56.494,421869,2039.393277,2
977,Fiji,Oceania,1967,58.607,485000,2170.073285,2
978,Fiji,Oceania,1972,60.642,544000,2797.759484,2
979,Fiji,Oceania,1977,62.669,599339,3182.5696,2
980,Fiji,Oceania,1982,64.683,658906,3209.257468,2
981,Fiji,Oceania,1987,66.626,719574,2974.850227,0
982,Fiji,Oceania,1992,66.575,750242,3410.28604,0
983,Fiji,Oceania,1997,66.836,797890,3643.629208,0
984,Fiji,Oceania,2002,67.832,856346,4004.481972,0
985,Fiji,Oceania,2007,68.774,918675,4118.158294,0
986,Finland,Europe,1950,64.24,4008900,5845.626316,2
987,Finland,Europe,1951,65.67,4047300,6282.553916,0
988,Finland,Europe,1952,66.55,4090500,6424.519071,0
989,Finland,Europe,1953,66.61,4139400,6393.115429,0
990,Finland,Europe,1954,67.57,4186900,6874.027206,0
991,Finland,Europe,1955,67.37,4234900,7142.394529,0
992,Finland,Europe,1956,67.99,4281700,7277.784158,0
993,Finland,Europe,1957,67.49,4324000,7545.415386,0
994,Finland,Europe,1958,68.63,4359800,7523.807653,0
995,Finland,Europe,1959,68.81,4394700,7907.517148,0
996,Finland,Europe,1960,69.01,4429600,8562.873298,0
997,Finland,Europe,1961,69.04,4461004,9150.501094,0
998,Finland,Europe,1962,68.75,4491443,9371.842561,0
999,Finland,Europe,1963,69.16,4523309,9612.397646,0
1000,Finland,Europe,1964,69.37,4548544,10042.2193,0
1001,Finland,Europe,1965,69.13,4563732,10540.93525,0
1002,Finland,Europe,1966,69.65,4580869,10753.82335,0
1003,Finland,Europe,1967,69.83,4605744,10921.63626,0
1004,Finland,Europe,1968,69.79,4626469,11122.84283,0
1005,Finland,Europe,1969,69.67,4623785,12201.15061,0
1006,Finland,Europe,1970,70.36,4606307,13162.24522,0
1007,Finland,Europe,1971,70.18,4612124,13420.39361,0
1008,Finland,Europe,1972,70.87,4639657,14358.8759,0
1009,Finland,Europe,1973,71.38,4666081,15235.13292,0
1010,Finland,Europe,1974,71.3,4690574,15614.72342,0
1011,Finland,Europe,1975,71.85,4711439,15724.68289,0
1012,Finland,Europe,1976,72.0,4725664,15610.74835,0
1013,Finland,Europe,1977,72.52,4738902,15605.42283,0
1014,Finland,Europe,1978,73.08,4752528,15886.30722,0
1015,Finland,Europe,1979,73.37,4764690,16948.21601,0
1016,Finland,Europe,1980,73.66,4779535,17796.77274,0
1017,Finland,Europe,1981,73.98,4799964,18051.16806,0
1018,Finland,Europe,1982,74.55,4826933,18533.15761,0
1019,Finland,Europe,1983,74.46,4855787,18920.89628,0
1020,Finland,Europe,1984,74.77,4881788,19387.97098,0
1021,Finland,Europe,1985,74.44,4901783,19958.81374,0
1022,Finland,Europe,1986,74.8,4917386,20367.54884,0
1023,Finland,Europe,1987,74.83,4931729,21141.01223,0
1024,Finland,Europe,1988,74.79,4946633,22110.8847,0
1025,Finland,Europe,1989,75.01,4962441,23289.79916,0
1026,Finland,Europe,1990,75.04,4986431,23180.78249,0
1027,Finland,Europe,1991,75.45,5013786,21581.74989,0
1028,Finland,Europe,1992,75.7,5041039,20647.16499,0
1029,Finland,Europe,1993,75.94,5064846,20294.8084,0
1030,Finland,Europe,1994,76.64,5086044,21005.54254,0
1031,Finland,Europe,1995,76.66,5104654,21650.14541,0
1032,Finland,Europe,1996,76.94,5120310,22402.49628,0
1033,Finland,Europe,1997,77.13,5134406,23723.9502,0
1034,Finland,Europe,1998,77.34,5146983,25004.32237,0
1035,Finland,Europe,1999,77.53,5158097,25915.26438,0
1036,Finland,Europe,2000,77.76,5168595,27171.96611,0
1037,Finland,Europe,2001,78.23,5180309,27825.5291,0
1038,Finland,Europe,2002,78.37,5193039,28204.59057,0
1039,Finland,Europe,2003,78.63,5204405,28650.02742,0
1040,Finland,Europe,2004,78.96,5214512,29651.4045,0
1041,Finland,Europe,2005,79.09,5223442,30469.0,0
1042,Finland,Europe,2006,79.49,5231372,31902.6734,0
1043,Finland,Europe,2007,79.313,5238460,33207.0844,0
1044,France,Europe,1950,66.39,41828673,6595.926631,0
1045,France,Europe,1951,66.12,42155534,6913.756537,0
1046,France,Europe,1952,67.41,42459667,7029.809327,0
1047,France,Europe,1953,67.34,42751746,7171.244319,0
1048,France,Europe,1954,68.21,43056505,7485.855759,0
1049,France,Europe,1955,68.47,43427669,7851.776992,0
1050,France,Europe,1956,68.5,43843075,8224.217165,0
1051,France,Europe,1957,68.93,44310863,8662.834898,0
1052,France,Europe,1958,70.16,44788852,8855.252659,0
1053,France,Europe,1959,70.19,45239729,9040.636982,0
1054,France,Europe,1960,70.4,45670000,9640.940051,0
1055,France,Europe,1961,70.98,46189000,10070.70911,0
1056,France,Europe,1962,70.51,47124000,10560.48553,0
1057,France,Europe,1963,70.36,47808000,10941.36907,0
1058,France,Europe,1964,71.32,48340000,11541.52506,0
1059,France,Europe,1965,71.15,48763000,11985.95392,0
1060,France,Europe,1966,71.56,49194000,12511.09646,0
1061,France,Europe,1967,71.55,49569000,12999.91766,0
1062,France,Europe,1968,71.54,49934000,13457.29711,0
1063,France,Europe,1969,71.27,50353000,14289.38322,0
1064,France,Europe,1970,72.16,50787000,14979.38205,0
1065,France,Europe,1971,72.13,51285000,15554.55925,0
1066,France,Europe,1972,72.38,51732000,16107.19171,0
1067,France,Europe,1973,72.54,52157000,16853.49326,0
1068,France,Europe,1974,72.89,52503000,17266.97996,0
1069,France,Europe,1975,72.98,52758427,17140.24026,0
1070,France,Europe,1976,73.22,52953613,17799.33496,0
1071,France,Europe,1977,73.83,53165019,18292.63514,0
1072,France,Europe,1978,73.95,53380649,18825.95486,0
1073,France,Europe,1979,74.26,53605523,19409.07809,0
1074,France,Europe,1980,74.35,53869743,19660.01861,0
1075,France,Europe,1981,74.51,54147284,19835.85601,0
1076,France,Europe,1982,74.89,54433565,20293.89746,0
1077,France,Europe,1983,74.87,54649810,20643.23289,0
1078,France,Europe,1984,75.37,54946500,20888.34207,0
1079,France,Europe,1985,75.47,55171224,21225.41215,0
1080,France,Europe,1986,75.75,55387361,21656.22833,0
1081,France,Europe,1987,76.34,55630100,22066.44214,0
1082,France,Europe,1988,76.57,55873463,22990.10356,0
1083,France,Europe,1989,76.7,56416625,23669.58284,0
1084,France,Europe,1990,76.99,56735161,24182.34052,0
1085,France,Europe,1991,77.17,57055448,24382.98257,0
1086,France,Europe,1992,77.46,57374179,24703.79615,0
1087,France,Europe,1993,77.51,57658289,24334.03492,0
1088,France,Europe,1994,77.95,57906847,24747.81699,0
1089,France,Europe,1995,78.07,58149727,25214.34926,0
1090,France,Europe,1996,78.28,58388408,25406.80475,0
1091,France,Europe,1997,78.64,58623428,25889.78487,0
1092,France,Europe,1998,78.81,58866290,26704.51324,0
1093,France,Europe,1999,78.94,59116128,27466.21016,0
1094,France,Europe,2000,79.25,59381628,28443.62305,0
1095,France,Europe,2001,79.44,59658144,28827.72241,0
1096,France,Europe,2002,79.59,59925035,28926.03234,0
1097,France,Europe,2003,79.59,60180529,28970.5971,0
1098,France,Europe,2004,80.52,60424213,29466.09716,0
1099,France,Europe,2005,80.5,60656178,29644.0,0
1100,France,Europe,2007,80.657,61083916,30470.0167,0
1101,French Guiana,Americas,2002,75.142,182333,8869.848746,0
1102,French Polynesia,Oceania,1967,59.191,102756,14244.02282,0
1103,French Polynesia,Oceania,1972,60.926,124000,14567.15624,0
1104,French Polynesia,Oceania,1977,62.427,138156,16682.10682,0
1105,French Polynesia,Oceania,1982,66.234,160416,19673.48757,0
1106,French Polynesia,Oceania,1987,68.211,185839,23454.40806,0
1107,French Polynesia,Oceania,1992,70.182,212174,24021.20192,0
1108,French Polynesia,Oceania,1997,71.821,235770,22634.06126,0
1109,French Polynesia,Oceania,2002,73.01,257847,25224.32969,0
1110,French Polynesia,Oceania,2007,74.057,278633,26766.84485,0
1111,Gabon,Africa,1952,37.003,420702,4293.476475,2
1112,Gabon,Africa,1957,38.999,434904,4976.198099,2
1113,Gabon,Africa,1962,40.489,455661,6631.459222,2
1114,Gabon,Africa,1967,44.598,489004,8358.761987,2
1115,Gabon,Africa,1972,48.69,537977,11401.94841,2
1116,Gabon,Africa,1977,52.79,706367,21745.57328,2
1117,Gabon,Africa,1982,56.564,753874,15113.36194,2
1118,Gabon,Africa,1987,60.19,880397,11864.40844,2
1119,Gabon,Africa,1992,61.366,985739,13522.15752,0
1120,Gabon,Africa,1997,60.461,1126189,14722.84188,0
1121,Gabon,Africa,2002,56.761,1299304,12521.71392,2
1122,Gabon,Africa,2007,56.735,1454867,13206.48452,2
1123,Gambia,Africa,1952,30.0,284320,485.2306591,2
1124,Gambia,Africa,1957,32.065,323150,520.9267111,2
1125,Gambia,Africa,1962,33.896,374020,599.650276,2
1126,Gambia,Africa,1967,35.857,439593,734.7829124,2
1127,Gambia,Africa,1972,38.308,517101,756.0868363,2
1128,Gambia,Africa,1977,41.842,608274,884.7552507,2
1129,Gambia,Africa,1982,45.58,715523,835.8096108,2
1130,Gambia,Africa,1987,49.265,848406,611.6588611,2
1131,Gambia,Africa,1992,52.644,1025384,665.6244126,2
1132,Gambia,Africa,1997,55.861,1235767,653.7301704,2
1133,Gambia,Africa,2002,58.041,1457766,660.5855997,2
1134,Gambia,Africa,2007,59.448,1688359,752.7497265,2
1135,Georgia,FSU,1967,66.654,4564785,3029.799086,0
1136,Georgia,FSU,1972,68.158,4786475,3741.226071,0
1137,Georgia,FSU,1977,69.634,4963464,5086.053989,0
1138,Georgia,FSU,1982,69.638,5101213,6359.829881,0
1139,Georgia,FSU,1987,70.45,5239970,6514.539988,0
1140,Georgia,FSU,1992,70.465,5355289,2393.030934,0
1141,Georgia,FSU,1997,70.49,4883476,2085.641338,0
1142,Georgia,FSU,2002,70.476,4728357,2637.562323,0
1143,Georgia,FSU,2007,70.987,4646003,4386.560389,0
1144,Germany,Europe,1950,66.47296,68374572,6090.034207,0
1145,Germany,Europe,1952,67.5,69145952,7144.114393,0
1146,Germany,Europe,1957,69.1,71019069,10187.82665,0
1147,Germany,Europe,1962,70.3,73739117,12902.46291,0
1148,Germany,Europe,1967,70.8,76368453,14745.62561,0
1149,Germany,Europe,1972,71.0,78717088,18016.18027,0
1150,Germany,Europe,1977,72.5,78160773,20512.92123,0
1151,Germany,Europe,1982,73.8,78335266,22031.53274,0
1152,Germany,Europe,1987,74.847,77718298,24639.18566,0
1153,Germany,Europe,1991,75.61,79984244,26127.05882,0
1154,Germany,Europe,1992,76.07,80597764,26505.30317,0
1155,Germany,Europe,1993,76.15,81132272,26119.4586,0
1156,Germany,Europe,1994,76.47,81414164,26720.64284,0
1157,Germany,Europe,1995,76.65,81653702,27145.95792,0
1158,Germany,Europe,1996,76.9,81890667,27336.46604,0
1159,Germany,Europe,1997,77.34,82011073,27788.88416,0
1160,Germany,Europe,1998,77.7,82023672,28291.5981,0
1161,Germany,Europe,1999,77.94,82074778,28842.65612,0
1162,Germany,Europe,2000,78.21,82187909,29726.87876,0
1163,Germany,Europe,2001,78.57,82280551,30061.39867,0
1164,Germany,Europe,2002,78.67,82350671,30035.80198,0
1165,Germany,Europe,2003,78.74,82398326,29952.93665,0
1166,Germany,Europe,2004,79.33,82424609,30260.6614,0
1167,Germany,Europe,2005,79.46,82431390,30496.0,0
1168,Germany,Europe,2006,79.79,82422299,31374.42754,0
1169,Germany,Europe,2007,79.406,82400996,32170.37442,0
1170,Ghana,Africa,1952,43.149,5581001,911.2989371,2
1171,Ghana,Africa,1957,44.779,6391288,1043.561537,2
1172,Ghana,Africa,1962,46.452,7355248,1190.041118,2
1173,Ghana,Africa,1967,48.072,8490213,1125.69716,2
1174,Ghana,Africa,1972,49.875,9354120,1178.223708,2
1175,Ghana,Africa,1977,51.756,10538093,993.2239571,2
1176,Ghana,Africa,1982,53.744,11400338,876.032569,2
1177,Ghana,Africa,1987,55.729,14168101,847.0061135,2
1178,Ghana,Africa,1992,57.501,16278738,925.060154,2
1179,Ghana,Africa,1997,58.556,18418288,1005.245812,2
1180,Ghana,Africa,2002,58.453,20550751,1111.984578,2
1181,Ghana,Africa,2007,60.022,22873338,1327.60891,2
1182,Greece,Europe,1950,65.7,7566028,3293.034773,2
1183,Greece,Europe,1952,65.86,7733250,3530.690067,2
1184,Greece,Europe,1957,67.86,8096218,4916.299889,0
1185,Greece,Europe,1962,69.51,8448233,6017.190733,0
1186,Greece,Europe,1967,71.0,8716441,8513.097016,0
1187,Greece,Europe,1972,72.34,8888628,12724.82957,0
1188,Greece,Europe,1977,73.68,9308479,14195.52428,0
1189,Greece,Europe,1982,75.24,9786480,15268.42089,0
1190,Greece,Europe,1987,76.67,9974490,16120.52839,0
1191,Greece,Europe,1992,77.03,10325429,17541.49634,0
1192,Greece,Europe,1997,77.869,10502372,18747.69814,0
1193,Greece,Europe,2002,78.256,10603863,22514.2548,0
1194,Greece,Europe,2007,79.483,10706290,27538.41188,0
1195,Grenada,Americas,1972,64.577,96618,2404.583938,2
1196,Grenada,Americas,1977,65.035,94280,3439.562709,2
1197,Grenada,Americas,1982,65.503,92112,3872.355321,2
1198,Grenada,Americas,1987,66.002,92719,4947.827429,0
1199,Grenada,Americas,1992,66.469,91487,6098.92279,0
1200,Grenada,Americas,1997,66.986,90005,6690.021834,0
1201,Grenada,Americas,2002,67.746,89211,8365.58996,0
1202,Grenada,Americas,2007,68.724,89971,9148.007954,0
1203,Guadeloupe,Americas,2002,78.405,435739,6987.870004,0
1204,Guatemala,Americas,1952,42.023,3146381,2428.237769,2
1205,Guatemala,Americas,1957,44.142,3640876,2617.155967,2
1206,Guatemala,Americas,1962,46.954,4208858,2750.364446,2
1207,Guatemala,Americas,1967,50.016,4690773,3242.531147,2
1208,Guatemala,Americas,1972,53.738,5149581,4031.408271,2
1209,Guatemala,Americas,1977,56.029,5703430,4879.992748,2
1210,Guatemala,Americas,1982,58.137,6395630,4820.49479,2
1211,Guatemala,Americas,1987,60.782,7326406,4246.485974,2
1212,Guatemala,Americas,1992,63.373,8486949,4439.45084,2
1213,Guatemala,Americas,1997,66.322,9803875,4684.313807,0
1214,Guatemala,Americas,2002,68.978,11178650,4858.347495,0
1215,Guatemala,Americas,2007,70.259,12572928,5186.050003,0
1216,Guinea,Africa,1952,33.609,2664249,510.1964923,2
1217,Guinea,Africa,1957,34.558,2876726,576.2670245,2
1218,Guinea,Africa,1962,35.753,3140003,686.3736739,2
1219,Guinea,Africa,1967,37.197,3451418,708.7595409,2
1220,Guinea,Africa,1972,38.842,3811387,741.6662307,2
1221,Guinea,Africa,1977,40.762,4227026,874.6858643,2
1222,Guinea,Africa,1982,42.891,4710497,857.2503577,2
1223,Guinea,Africa,1987,45.552,5650262,805.5724718,2
1224,Guinea,Africa,1992,48.576,6990574,794.3484384,2
1225,Guinea,Africa,1997,51.455,8048834,869.4497668,2
1226,Guinea,Africa,2002,53.676,8807818,945.5835837,2
1227,Guinea,Africa,2007,56.007,9947814,942.6542111,2
1228,Guinea-Bissau,Africa,1952,32.5,580653,299.850319,2
1229,Guinea-Bissau,Africa,1957,33.489,601095,431.7904566,2
1230,Guinea-Bissau,Africa,1962,34.488,627820,522.0343725,2
1231,Guinea-Bissau,Africa,1967,35.492,601287,715.5806402,2
1232,Guinea-Bissau,Africa,1972,36.486,625361,820.2245876,2
1233,Guinea-Bissau,Africa,1977,37.465,745228,764.7259628,2
1234,Guinea-Bissau,Africa,1982,39.327,825987,838.1239671,2
1235,Guinea-Bissau,Africa,1987,41.245,927524,736.4153921,2
1236,Guinea-Bissau,Africa,1992,43.266,1050938,745.5398706,2
1237,Guinea-Bissau,Africa,1997,44.873,1193708,796.6644681,2
1238,Guinea-Bissau,Africa,2002,45.504,1332459,575.7047176,2
1239,Guinea-Bissau,Africa,2007,46.388,1472041,579.231743,2
1240,Guyana,Americas,1962,57.32,597896,2202.776732,2
1241,Guyana,Americas,1967,59.187,672848,2325.092727,2
1242,Guyana,Americas,1972,59.958,742869,2439.146406,2
1243,Guyana,Americas,1977,60.651,758334,2760.808387,2
1244,Guyana,Americas,1982,60.923,761673,2334.359864,2
1245,Guyana,Americas,1987,61.79,755464,2169.065751,2
1246,Guyana,Americas,1992,62.531,747460,2234.654246,2
1247,Guyana,Americas,1997,62.06,746336,3131.958941,2
1248,Guyana,Americas,2002,63.578,759104,3237.953172,2
1249,Guyana,Americas,2007,66.827,769095,3586.042643,0
1250,Haiti,Americas,1952,37.579,3201488,1840.366939,2
1251,Haiti,Americas,1957,40.696,3507701,1726.887882,2
1252,Haiti,Americas,1962,43.59,3880130,1796.589032,2
1253,Haiti,Americas,1967,46.243,4318137,1452.057666,2
1254,Haiti,Americas,1972,48.042,4698301,1654.456946,2
1255,Haiti,Americas,1977,49.923,4908554,1874.298931,2
1256,Haiti,Americas,1982,51.461,5198399,2011.159549,2
1257,Haiti,Americas,1987,53.636,5756203,1823.015995,2
1258,Haiti,Americas,1992,55.089,6326682,1456.309517,2
1259,Haiti,Americas,1997,56.671,6913545,1341.726931,2
1260,Haiti,Americas,2002,58.137,7607651,1270.364932,2
1261,Haiti,Americas,2007,60.916,8502814,1201.637154,2
1262,Honduras,Americas,1952,41.912,1517453,2194.926204,2
1263,Honduras,Americas,1957,44.665,1770390,2220.487682,2
1264,Honduras,Americas,1962,48.041,2090162,2291.156835,2
1265,Honduras,Americas,1967,50.924,2500689,2538.269358,2
1266,Honduras,Americas,1972,53.884,2965146,2529.842345,2
1267,Honduras,Americas,1977,57.402,3055235,3203.208066,2
1268,Honduras,Americas,1982,60.909,3669448,3121.760794,2
1269,Honduras,Americas,1987,64.492,4372203,3023.096699,2
1270,Honduras,Americas,1992,66.399,5077347,3081.694603,2
1271,Honduras,Americas,1997,67.659,5867957,3160.454906,0
1272,Honduras,Americas,2002,68.565,6677328,3099.72866,0
1273,Honduras,Americas,2007,70.198,7483763,3548.330846,0
1274,"Hong Kong, China",Asia,1952,60.96,2125900,3054.421209,2
1275,"Hong Kong, China",Asia,1957,64.75,2736300,3629.076457,2
1276,"Hong Kong, China",Asia,1962,67.65,3305200,4692.648272,0
1277,"Hong Kong, China",Asia,1967,70.0,3722800,6197.962814,0
1278,"Hong Kong, China",Asia,1972,72.0,4115700,8315.928145,0
1279,"Hong Kong, China",Asia,1977,73.6,4583700,11186.14125,0
1280,"Hong Kong, China",Asia,1982,75.45,5264500,14560.53051,0
1281,"Hong Kong, China",Asia,1987,76.2,5584510,20038.47269,0
1282,"Hong Kong, China",Asia,1992,77.601,5829696,24757.60301,0
1283,"Hong Kong, China",Asia,1997,80.0,6495918,28377.63219,0
1284,"Hong Kong, China",Asia,2002,81.495,6762476,30209.01516,0
1285,"Hong Kong, China",Asia,2007,82.208,6980412,39724.97867,0
1286,Hungary,Europe,1950,62.07,9338000,4726.19128,2
1287,Hungary,Europe,1951,62.46,9423000,5135.947955,2
